time,value
2350,-5962
2351,-2280
2352,1288
2353,4284
2354,6327
2355,7262
2356,7267
2357,6793
2358,6338
2359,6152
2360,6075
2361,5614
2362,4235
2363,1718
2364,-1659
2365,-5204
2366,-8111
2367,-9802
2368,-10117
2369,-9273
2370,-7672
2371,-5692
2372,-3578
2373,-1459
2374,581
2375,2446
2376,4032
2377,5262
2378,6105
2379,6565
2380,6646
2381,6332
2382,5599
2383,4441
2384,2894
2385,1044
2386,-990
2387,-3056
2388,-4979
2389,-6561
2390,-7597
2391,-7918
2392,-7428
2393,-6140
2394,-4181
2395,-1772
2396,807
2397,3254
2398,5282
2399,6656
2400,7218
2401,6916
2402,5810
2403,4076
2404,1985
2405,-143
2406,-2008
2407,-3409
2408,-4279
2409,-4669
2410,-4667
2411,-4314
2412,-3588
2413,-2467
2414,-1030
2415,486
2416,1764
2417,2557
2418,2837
2419,2791
2420,2675
2421,2612
2422,2490
2423,2062
2424,1151
2425,-173
2426,-1609
2427,-2799
2428,-3521
2429,-3741
2430,-3508
2431,-2809
2432,-1564
2433,202
2434,2170
2435,3732
2436,4279
2437,3613
2438,2178
2439,866
2440,479
2441,1182
2442,2342
2443,2885
2444,1948
2445,-598
2446,-4080
2447,-7395
2448,-9553
2449,-10019
2450,-8732
2451,-5920
2452,-1946
2453,2692
2454,7287
2455,10957
2456,12884
2457,12638
2458,10383
2459,6791
2460,2723
2461,-1109
2462,-4294
2463,-6659
2464,-8099
2465,-8506
2466,-7826
2467,-6182
2468,-3912
2469,-1479
2470,701
2471,2373
2472,3452
2473,3965
2474,4013
2475,3776
2476,3507
2477,3446
2478,3665
2479,3951
2480,3868
2481,2996
2482,1205
2483,-1219
2484,-3718
2485,-5758
2486,-7071
2487,-7685
2488,-7752
2489,-7355
2490,-6459
2491,-5024
2492,-3140
2493,-1038
2494,1044
2495,3020
2496,4952
2497,6881
2498,8614
2499,9694
2500,9617
2501,8153
2502,5541
2503,2389
2504,-648
2505,-3179
2506,-5149
2507,-6663
2508,-7733
2509,-8180
2510,-7747
2511,-6326
2512,-4089
2513,-1429
2514,1226
2515,3563
2516,5397
2517,6577
2518,6935
2519,6337
2520,4816
2521,2645
2522,270
2523,-1863
2524,-3468
2525,-4444
2526,-4785
2527,-4491
2528,-3573
2529,-2138
2530,-461
2531,1078
2532,2158
2533,2678
2534,2764
2535,2635
2536,2418
2537,2080
2538,1515
2539,701
2540,-224
2541,-1031
2542,-1544
2543,-1739
2544,-1707
2545,-1541
2546,-1249
2547,-795
2548,-196
2549,411
2550,827
2551,924
2552,734
2553,413
2554,108
2555,-152
2556,-437
2557,-799
2558,-1164
2559,-1355
2560,-1223
2561,-769
2562,-144
2563,475
2564,1009
2565,1476
2566,1870
2567,2046
2568,1760
2569,861
2570,-519
2571,-1961
2572,-2980
2573,-3307
2574,-2993
2575,-2269
2576,-1281
2577,15
2578,1698
2579,3579
2580,5079
2581,5478
2582,4423
2583,2300
2584,125
2585,-1052
2586,-862
2587,99
2588,621
2589,-325
2590,-2913
2591,-6338
2592,-9285
2593,-10631
2594,-9905
2595,-7287
2596,-3287
2597,1535
2598,6630
2599,11330
2600,14785
2601,16139
2602,14884
2603,11142
2604,5671
2605,-418
2606,-6038
2607,-10385
2608,-12995
2609,-13691
2610,-12540
2611,-9861
2612,-6206
2613,-2249
2614,1412
2615,4397
2616,6548
2617,7805
2618,8109
2619,7444
2620,5983
2621,4176
2622,2611
2623,1689
2624,1337
2625,1019
2626,91
2627,-1726
2628,-4094
2629,-6231
2630,-7390
2631,-7297
2632,-6245
2633,-4805
2634,-3414
2635,-2152
2636,-835
2637,692
2638,2351
2639,3859
2640,4943
2641,5523
2642,5718
2643,5687
2644,5465
2645,4950
2646,4022
2647,2678
2648,1059
2649,-642
2650,-2291
2651,-3816
2652,-5122
2653,-6022
2654,-6273
2655,-5721
2656,-4432
2657,-2693
2658,-863
2659,799
2660,2199
2661,3332
2662,4151
2663,4521
2664,4309
2665,3508
2666,2297
2667,948
2668,-316
2669,-1409
2670,-2327
2671,-3036
2672,-3412
2673,-3320
2674,-2745
2675,-1869
2676,-976
2677,-282
2678,188
2679,556
2680,922
2681,1239
2682,1339
2683,1107
2684,620
2685,135
2686,-106
2687,-70
2688,45
2689,-23
2690,-374
2691,-872
2692,-1278
2693,-1461
2694,-1482
2695,-1465
2696,-1373
2697,-949
2698,87
2699,1685
2700,3290
2701,4058
2702,3383
2703,1390
2704,-1004
2705,-2554
2706,-2427
2707,-717
2708,1581
2709,3114
2710,2890
2711,739
2712,-2691
2713,-6288
2714,-8929
2715,-9788
2716,-8455
2717,-4953
2718,260
2719,6302
2720,11989
2721,16082
2722,17632
2723,16257
2724,12242
2725,6417
2726,-102
2727,-6192
2728,-10949
2729,-13808
2730,-14587
2731,-13444
2732,-10780
2733,-7122
2734,-3029
2735,957
2736,4336
2737,6703
2738,7864
2739,7939
2740,7361
2741,6684
2742,6272
2743,6048
2744,5505
2745,4008
2746,1238
2747,-2527
2748,-6472
2749,-9620
2750,-11272
2751,-11254
2752,-9844
2753,-7512
2754,-4685
2755,-1671
2756,1256
2757,3794
2758,5647
2759,6659
2760,6901
2761,6619
2762,6067
2763,5344
2764,4385
2765,3080
2766,1433
2767,-395
2768,-2177
2769,-3749
2770,-5067
2771,-6124
2772,-6838
2773,-7009
2774,-6413
2775,-4974
2776,-2852
2777,-407
2778,1964
2779,3961
2780,5420
2781,6252
2782,6377
2783,5725
2784,4318
2785,2330
2786,74
2787,-2090
2788,-3856
2789,-5017
2790,-5441
2791,-5064
2792,-3916
2793,-2186
2794,-231
2795,1522
2796,2745
2797,3324
2798,3359
2799,3032
2800,2486
2801,1807
2802,1116
2803,627
2804,568
2805,972
2806,1514
2807,1596
2808,710
2809,-1134
2810,-3253
2811,-4573
2812,-4259
2813,-2267
2814,541
2815,2821
2816,3466
2817,2153
2818,-570
2819,-3652
2820,-6061
2821,-7134
2822,-6630
2823,-4597
2824,-1266
2825,2916
2826,7221
2827,10691
2828,12402
2829,11822
2830,9052
2831,4784
2832,8
2833,-4357
2834,-7696
2835,-9721
2836,-10370
2837,-9700
2838,-7873
2839,-5188
2840,-2082
2841,948
2842,3474
2843,5230
2844,6140
2845,6271
2846,5795
2847,4960
2848,4065
2849,3375
2850,3002
2851,2804
2852,2423
2853,1459
2854,-280
2855,-2617
2856,-5048
2857,-6973
2858,-7969
2859,-7956
2860,-7162
2861,-5940
2862,-4566
2863,-3145
2864,-1639
2865,29
2866,1884
2867,3856
2868,5784
2869,7436
2870,8540
2871,8833
2872,8144
2873,6478
2874,4052
2875,1240
2876,-1556
2877,-4033
2878,-6037
2879,-7506
2880,-8368
2881,-8479
2882,-7668
2883,-5867
2884,-3226
2885,-131
2886,2897
2887,5379
2888,7005
2889,7664
2890,7385
2891,6261
2892,4425
2893,2081
2894,-458
2895,-2793
2896,-4548
2897,-5492
2898,-5605
2899,-5043
2900,-4023
2901,-2716
2902,-1228
2903,349
2904,1864
2905,3097
2906,3833
2907,3970
2908,3565
2909,2802
2910,1879
2911,927
2912,-8
2913,-905
2914,-1699
2915,-2282
2916,-2554
2917,-2492
2918,-2171
2919,-1707
2920,-1194
2921,-671
2922,-158
2923,306
2924,648
2925,820
2926,860
2927,889
2928,1026
2929,1275
2930,1484
2931,1423
2932,935
2933,47
2934,-1026
2935,-1998
2936,-2623
2937,-2741
2938,-2259
2939,-1144
2940,503
2941,2346
2942,3814
2943,4314
2944,3582
2945,1942
2946,230
2947,-650
2948,-302
2949,856
2950,1791
2951,1479
2952,-465
2953,-3537
2954,-6645
2955,-8704
2956,-9120
2957,-7883
2958,-5311
2959,-1753
2960,2479
2961,6936
2962,10860
2963,13271
2964,13361
2965,10953
2966,6667
2967,1657
2968,-2914
2969,-6332
2970,-8424
2971,-9337
2972,-9229
2973,-8144
2974,-6127
2975,-3420
2976,-505
2977,2057
2978,3879
2979,4879
2980,5215
2981,5104
2982,4688
2983,4056
2984,3319
2985,2633
2986,2091
2987,1594
2988,862
2989,-371
2990,-2094
2991,-3925
2992,-5291
2993,-5782
2994,-5414
2995,-4591
2996,-3794
2997,-3249
2998,-2822
2999,-2209
3000,-1232
3001,8
3002,1258
3003,2349
3004,3341
3005,4404
3006,5568
3007,6551
3008,6872
3009,6158
3010,4418
3011,2053
3012,-390
3013,-2524
3014,-4244
3015,-5591
3016,-6528
3017,-6836
3018,-6250
3019,-4704
3020,-2466
3021,-41
3022,2097
3023,3707
3024,4785
3025,5392
3026,5484
3027,4911
3028,3581
3029,1636
3030,-532
3031,-2442
3032,-3743
3033,-4323
3034,-4252
3035,-3650
3036,-2612
3037,-1249
3038,237
3039,1553
3040,2431
3041,2776
3042,2693
3043,2385
3044,1977
3045,1447
3046,713
3047,-210
3048,-1128
3049,-1763
3050,-1949
3051,-1748
3052,-1395
3053,-1100
3054,-892
3055,-640
3056,-220
3057,320
3058,767
3059,918
3060,752
3061,457
3062,252
3063,194
3064,128
3065,-143
3066,-640
3067,-1127
3068,-1284
3069,-973
3070,-373
3071,136
3072,275
3073,58
3074,-255
3075,-419
3076,-406
3077,-366
3078,-376
3079,-231
3080,456
3081,1879
3082,3682
3083,4987
3084,4888
3085,3099
3086,280
3087,-2277
3088,-3420
3089,-2860
3090,-1328
3091,-76
3092,-73
3093,-1468
3094,-3621
3095,-5606
3096,-6740
3097,-6786
3098,-5767
3099,-3693
3100,-515
3101,3638
3102,8160
3103,11937
3104,13739
3105,12808
3106,9280
3107,4151
3108,-1186
3109,-5543
3110,-8306
3111,-9448
3112,-9259
3113,-8063
3114,-6088
3115,-3529
3116,-655
3117,2136
3118,4401
3119,5780
3120,6117
3121,5505
3122,4248
3123,2776
3124,1511
3125,734
3126,483
3127,548
3128,572
3129,240
3130,-555
3131,-1660
3132,-2760
3133,-3553
3134,-3894
3135,-3829
3136,-3513
3137,-3092
3138,-2625
3139,-2090
3140,-1442
3141,-654
3142,261
3143,1266
3144,2314
3145,3339
3146,4238
3147,4869
3148,5075
3149,4730
3150,3784
3151,2290
3152,405
3153,-1634
3154,-3550
3155,-5079
3156,-6022
3157,-6272
3158,-5818
3159,-4727
3160,-3118
3161,-1170
3162,875
3163,2721
3164,4068
3165,4711
3166,4603
3167,3869
3168,2729
3169,1399
3170,32
3171,-1267
3172,-2379
3173,-3133
3174,-3351
3175,-2941
3176,-1973
3177,-668
3178,698
3179,1899
3180,2802
3181,3335
3182,3425
3183,3009
3184,2096
3185,849
3186,-428
3187,-1411
3188,-1914
3189,-1970
3190,-1774
3191,-1521
3192,-1284
3193,-1006
3194,-617
3195,-145
3196,269
3197,470
3198,414
3199,199
3200,-22
3201,-160
3202,-241
3203,-340
3204,-465
3205,-517
3206,-366
3207,12
3208,474
3209,784
3210,770
3211,442
3212,-41
3213,-493
3214,-811
3215,-954
3216,-851
3217,-348
3218,680
3219,2124
3220,3525
3221,4229
3222,3779
3223,2278
3224,428
3225,-850
3226,-1026
3227,-346
3228,268
3229,-209
3230,-2232
3231,-5368
3232,-8501
3233,-10407
3234,-10309
3235,-8083
3236,-4126
3237,937
3238,6415
3239,11544
3240,15446
3241,17227
3242,16276
3243,12582
3244,6847
3245,273
3246,-5862
3247,-10591
3248,-13428
3249,-14289
3250,-13325
3251,-10814
3252,-7163
3253,-2938
3254,1191
3255,4599
3256,6878
3257,7930
3258,7922
3259,7177
3260,6066
3261,4923
3262,3980
3263,3287
3264,2652
3265,1706
3266,97
3267,-2239
3268,-4935
3269,-7297
3270,-8644
3271,-8670
3272,-7579
3273,-5906
3274,-4155
3275,-2518
3276,-885
3277,909
3278,2814
3279,4513
3280,5626
3281,5991
3282,5784
3283,5362
3284,4968
3285,4534
3286,3749
3287,2336
3288,311
3289,-1979
3290,-4060
3291,-5595
3292,-6510
3293,-6893
3294,-6804
3295,-6169
3296,-4865
3297,-2904
3298,-552
3299,1738
3300,3539
3301,4631
3302,5032
3303,4873
3304,4254
3305,3209
3306,1793
3307,191
3308,-1293
3309,-2366
3310,-2904
3311,-2992
3312,-2804
3313,-2439
3314,-1849
3315,-937
3316,267
3317,1520
3318,2456
3319,2806
3320,2567
3321,1977
3322,1336
3323,806
3324,383
3325,30
3326,-156
3327,49
3328,799
3329,1925
3330,2869
3331,2945
3332,1780
3333,-340
3334,-2517
3335,-3688
3336,-3224
3337,-1327
3338,1037
3339,2613
3340,2463
3341,388
3342,-3025
3343,-6671
3344,-9341
3345,-10090
3346,-8462
3347,-4570
3348,928
3349,6960
3350,12261
3351,15664
3352,16396
3353,14269
3354,9720
3355,3674
3356,-2693
3357,-8239
3358,-12084
3359,-13766
3360,-13280
3361,-11001
3362,-7530
3363,-3515
3364,466
3365,3943
3366,6541
3367,7986
3368,8183
3369,7308
3370,5832
3371,4368
3372,3385
3373,2945
3374,2644
3375,1855
3376,125
3377,-2496
3378,-5430
3379,-7861
3380,-9152
3381,-9119
3382,-8015
3383,-6277
3384,-4249
3385,-2089
3386,139
3387,2300
3388,4130
3389,5347
3390,5829
3391,5695
3392,5220
3393,4648
3394,4035
3395,3268
3396,2197
3397,791
3398,-823
3399,-2441
3400,-3895
3401,-5090
3402,-5953
3403,-6352
3404,-6106
3405,-5080
3406,-3311
3407,-1058
3408,1279
3409,3305
3410,4750
3411,5485
3412,5478
3413,4761
3414,3445
3415,1760
3416,44
3417,-1365
3418,-2268
3419,-2683
3420,-2786
3421,-2758
3422,-2656
3423,-2403
3424,-1897
3425,-1119
3426,-150
3427,909
3428,2013
3429,3143
3430,4176
3431,4790
3432,4552
3433,3207
3434,972
3435,-1406
3436,-2948
3437,-2980
3438,-1558
3439,500
3440,2031
3441,2133
3442,601
3443,-2043
3444,-4877
3445,-7001
3446,-7815
3447,-7054
3448,-4722
3449,-1064
3450,3378
3451,7748
3452,11023
3453,12353
3454,11405
3455,8511
3456,4489
3457,264
3458,-3475
3459,-6388
3460,-8358
3461,-9307
3462,-9121
3463,-7760
3464,-5419
3465,-2567
3466,194
3467,2382
3468,3807
3469,4562
3470,4872
3471,4924
3472,4809
3473,4576
3474,4291
3475,4007
3476,3671
3477,3061
3478,1865
3479,-107
3480,-2713
3481,-5448
3482,-7639
3483,-8773
3484,-8732
3485,-7809
3486,-6476
3487,-5094
3488,-3725
3489,-2182
3490,-224
3491,2215
3492,4926
3493,7478
3494,9383
3495,10257
3496,9923
3497,8436
3498,6037
3499,3089
3500,-15
3501,-2929
3502,-5407
3503,-7318
3504,-8605
3505,-9217
3506,-9058
3507,-8002
3508,-5965
3509,-3009
3510,572
3511,4256
3512,7398
3513,9403
3514,9916
3515,8927
3516,6759
3517,3929
3518,963
3519,-1752
3520,-4003
3521,-5683
3522,-6696
3523,-6918
3524,-6252
3525,-4745
3526,-2655
3527,-403
3528,1578
3529,3000
3530,3793
3531,4053
3532,3912
3533,3456
3534,2722
3535,1767
3536,718
3537,-260
3538,-1044
3539,-1619
3540,-2049
3541,-2377
3542,-2539
3543,-2384
3544,-1789
3545,-790
3546,381
3547,1406
3548,2044
3549,2232
3550,2056
3551,1640
3552,1052
3553,326
3554,-454
3555,-1097
3556,-1371
3557,-1163
3558,-591
3559,23
3560,339
3561,202
3562,-289
3563,-885
3564,-1365
3565,-1623
3566,-1610
3567,-1222
3568,-293
3569,1235
3570,3088
3571,4604
3572,5008
3573,3886
3574,1560
3575,-972
3576,-2545
3577,-2511
3578,-1152
3579,477
3580,1164
3581,230
3582,-2138
3583,-5068
3584,-7499
3585,-8647
3586,-8183
3587,-6132
3588,-2720
3589,1660
3590,6367
3591,10479
3592,12983
3593,13153
3594,10902
3595,6860
3596,2100
3597,-2316
3598,-5703
3599,-7846
3600,-8829
3601,-8811
3602,-7903
3603,-6213
3604,-3943
3605,-1414
3606,1012
3607,3048
3608,4538
3609,5423
3610,5693
3611,5376
3612,4600
3613,3609
3614,2691
3615,2012
3616,1484
3617,804
3618,-331
3619,-1973
3620,-3810
3621,-5306
3622,-5993
3623,-5726
3624,-4729
3625,-3417
3626,-2160
3627,-1140
3628,-369
3629,200
3630,610
3631,924
3632,1276
3633,1854
3634,2779
3635,3956
3636,5050
3637,5624
3638,5372
3639,4281
3640,2615
3641,733
3642,-1089
3643,-2718
3644,-4085
3645,-5065
3646,-5460
3647,-5100
3648,-3985
3649,-2327
3650,-457
3651,1325
3652,2838
3653,3992
3654,4685
3655,4765
3656,4103
3657,2733
3658,917
3659,-940
3660,-2474
3661,-3511
3662,-4064
3663,-4201
3664,-3916
3665,-3125
3666,-1804
3667,-121
3668,1552
3669,2807
3670,3407
3671,3373
3672,2898
3673,2160
3674,1221
3675,80
3676,-1174
3677,-2289
3678,-2950
3679,-2989
3680,-2525
3681,-1884
3682,-1352
3683,-959
3684,-485
3685,300
3686,1363
3687,2346
3688,2792
3689,2486
3690,1631
3691,709
3692,124
3693,-74
3694,-172
3695,-506
3696,-1147
3697,-1842
3698,-2242
3699,-2205
3700,-1891
3701,-1561
3702,-1254
3703,-676
3704,565
3705,2521
3706,4640
3707,5962
3708,5695
3709,3787
3710,1052
3711,-1272
3712,-2270
3713,-1888
3714,-917
3715,-462
3716,-1268
3717,-3325
3718,-5946
3719,-8171
3720,-9187
3721,-8542
3722,-6147
3723,-2215
3724,2763
3725,8000
3726,12497
3727,15272
3728,15678
3729,13625
3730,9581
3731,4352
3732,-1185
3733,-6263
3734,-10275
3735,-12756
3736,-13423
3737,-12265
3738,-9601
3739,-6008
3740,-2128
3741,1530
3742,4651
3743,7042
3744,8518
3745,8903
3746,8178
3747,6637
3748,4861
3749,3442
3750,2622
3751,2099
3752,1214
3753,-587
3754,-3301
3755,-6276
3756,-8541
3757,-9360
3758,-8626
3759,-6836
3760,-4719
3761,-2789
3762,-1144
3763,400
3764,2008
3765,3616
3766,4965
3767,5808
3768,6086
3769,5924
3770,5477
3771,4777
3772,3736
3773,2289
3774,538
3775,-1240
3776,-2747
3777,-3844
3778,-4599
3779,-5155
3780,-5536
3781,-5557
3782,-4935
3783,-3519
3784,-1469
3785,771
3786,2678
3787,3897
3788,4352
3789,4175
3790,3554
3791,2613
3792,1429
3793,109
3794,-1157
3795,-2151
3796,-2731
3797,-2910
3798,-2818
3799,-2591
3800,-2275
3801,-1823
3802,-1187
3803,-405
3804,384
3805,1019
3806,1405
3807,1554
3808,1523
3809,1351
3810,1024
3811,531
3812,-74
3813,-654
3814,-1050
3815,-1150
3816,-915
3817,-334
3818,614
3819,1922
3820,3428
3821,4726
3822,5238
3823,4504
3824,2527
3825,-78
3826,-2294
3827,-3211
3828,-2558
3829,-901
3830,626
3831,916
3832,-544
3833,-3448
3834,-6849
3835,-9589
3836,-10709
3837,-9671
3838,-6402
3839,-1286
3840,4863
3841,10866
3842,15389
3843,17320
3844,16155
3845,12197
3846,6430
3847,131
3848,-5560
3849,-9890
3850,-12499
3851,-13278
3852,-12270
3853,-9681
3854,-5957
3855,-1777
3856,2091
3857,5039
3858,6796
3859,7455
3860,7333
3861,6790
3862,6096
3863,5394
3864,4695
3865,3875
3866,2705
3867,939
3868,-1498
3869,-4355
3870,-7043
3871,-8851
3872,-9288
3873,-8334
3874,-6433
3875,-4216
3876,-2154
3877,-392
3878,1162
3879,2598
3880,3835
3881,4672
3882,4992
3883,4908
3884,4701
3885,4591
3886,4525
3887,4191
3888,3252
3889,1630
3890,-401
3891,-2390
3892,-3995
3893,-5144
3894,-5957
3895,-6507
3896,-6648
3897,-6079
3898,-4589
3899,-2286
3900,389
3901,2878
3902,4760
3903,5873
3904,6228
3905,5853
3906,4733
3907,2906
3908,606
3909,-1717
3910,-3567
3911,-4642
3912,-4950
3913,-4696
3914,-4062
3915,-3060
3916,-1604
3917,267
3918,2233
3919,3766
3920,4403
3921,4004
3922,2799
3923,1198
3924,-447
3925,-1935
3926,-3098
3927,-3668
3928,-3310
3929,-1884
3930,278
3931,2367
3932,3479
3933,3176
3934,1816
3935,381
3936,-142
3937,587
3938,2024
3939,3075
3940,2762
3941,775
3942,-2409
3943,-5841
3944,-8553
3945,-9861
3946,-9422
3947,-7164
3948,-3280
3949,1698
3950,6863
3951,11101
3952,13453
3953,13473
3954,11368
3955,7814
3956,3601
3957,-644
3958,-4502
3959,-7635
3960,-9682
3961,-10307
3962,-9392
3963,-7182
3964,-4231
3965,-1177
3966,1520
3967,3661
3968,5219
3969,6180
3970,6488
3971,6140
3972,5311
3973,4349
3974,3595
3975,3139
3976,2723
3977,1904
3978,364
3979,-1837
3980,-4250
3981,-6283
3982,-7501
3983,-7802
3984,-7355
3985,-6418
3986,-5176
3987,-3723
3988,-2116
3989,-437
3990,1228
3991,2850
3992,4461
3993,6065
3994,7518
3995,8485
3996,8562
3997,7492
3998,5331
3999,2453
4000,-629
4001,-3472
4002,-5825
4003,-7589
4004,-8680
4005,-8957
4006,-8256
4007,-6526
4008,-3934
4009,-863
4010,2206
4011,4844
4012,6750
4013,7751
4014,7745
4015,6698
4016,4691
4017,1982
4018,-982
4019,-3668
4020,-5607
4021,-6540
4022,-6452
4023,-5517
4024,-3993
4025,-2140
4026,-196
4027,1603
4028,3023
4029,3876
4030,4086
4031,3734
4032,3023
4033,2177
4034,1332
4035,502
4036,-370
4037,-1296
4038,-2166
4039,-2768
4040,-2907
4041,-2532
4042,-1778
4043,-892
4044,-87
4045,557
4046,1075
4047,1503
4048,1780
4049,1757
4050,1324
4051,552
4052,-290
4053,-870
4054,-1000
4055,-749
4056,-374
4057,-128
4058,-90
4059,-168
4060,-241
4061,-302
4062,-440
4063,-675
4064,-798
4065,-426
4066,703
4067,2397
4068,3945
4069,4450
4070,3415
4071,1167
4072,-1228
4073,-2557
4074,-2207
4075,-557
4076,1243
4077,1961
4078,983
4079,-1409
4080,-4300
4081,-6674
4082,-7842
4083,-7544
4084,-5792
4085,-2732
4086,1342
4087,5847
4088,9869
4089,12387
4090,12676
4091,10653
4092,6917
4093,2456
4094,-1779
4095,-5171
4096,-7469
4097,-8625
4098,-8652
4099,-7601
4100,-5645
4101,-3132
4102,-514
4103,1805
4104,3590
4105,4766
4106,5329
4107,5279
4108,4653
4109,3622
4110,2504
4111,1644
4112,1199
4113,1007
4114,675
4115,-159
4116,-1555
4117,-3203
4118,-4609
4119,-5384
4120,-5445
4121,-4983
4122,-4279
4123,-3513
4124,-2723
4125,-1894
4126,-1056
4127,-281
4128,406
4129,1105
4130,1994
4131,3174
4132,4520
4133,5684
4134,6256
4135,5983
4136,4878
4137,3173
4138,1155
4139,-961
4140,-3039
4141,-4931
4142,-6402
4143,-7154
4144,-6949
4145,-5742
4146,-3730
4147,-1292
4148,1123
4149,3110
4150,4379
4151,4795
4152,4400
4153,3404
4154,2116
4155,835
4156,-269
4157,-1175
4158,-1929
4159,-2517
4160,-2804
4161,-2595
4162,-1794
4163,-531
4164,859
4165,1988
4166,2607
4167,2688
4168,2362
4169,1780
4170,1018
4171,107
4172,-879
4173,-1761
4174,-2312
4175,-2376
4176,-1971
4177,-1272
4178,-502
4179,187
4180,746
4181,1182
4182,1480
4183,1595
4184,1495
4185,1220
4186,867
4187,521
4188,190
4189,-188
4190,-664
4191,-1201
4192,-1677
4193,-1964
4194,-2004
4195,-1802
4196,-1340
4197,-516
4198,790
4199,2532
4200,4338
4201,5567
4202,5615
4203,4307
4204,2098
4205,-109
4206,-1446
4207,-1592
4208,-957
4209,-434
4210,-869
4211,-2581
4212,-5192
4213,-7826
4214,-9492
4215,-9450
4216,-7387
4217,-3456
4218,1784
4219,7449
4220,12472
4221,15823
4222,16771
4223,15086
4224,11087
4225,5513
4226,-696
4227,-6594
4228,-11347
4229,-14298
4230,-15052
4231,-13574
4232,-10251
4233,-5822
4234,-1176
4235,2897
4236,5884
4237,7585
4238,8035
4239,7436
4240,6129
4241,4577
4242,3270
4243,2526
4244,2297
4245,2129
4246,1383
4247,-375
4248,-3056
4249,-6024
4250,-8399
4251,-9507
4252,-9183
4253,-7762
4254,-5797
4255,-3731
4256,-1745
4257,161
4258,1987
4259,3609
4260,4825
4261,5486
4262,5597
4263,5286
4264,4690
4265,3863
4266,2789
4267,1473
4268,15
4269,-1404
4270,-2621
4271,-3579
4272,-4318
4273,-4874
4274,-5174
4275,-5021
4276,-4197
4277,-2628
4278,-472
4279,1917
4280,4115
4281,5778
4282,6706
4283,6821
4284,6119
4285,4642
4286,2518
4287,4
4288,-2514
4289,-4602
4290,-5910
4291,-6284
4292,-5798
4293,-4685
4294,-3212
4295,-1580
4296,105
4297,1777
4298,3327
4299,4564
4300,5259
4301,5247
4302,4535
4303,3310
4304,1859
4305,443
4306,-777
4307,-1718
4308,-2290
4309,-2346
4310,-1759
4311,-584
4312,822
4313,1865
4314,2002
4315,1095
4316,-414
4317,-1672
4318,-1877
4319,-775
4320,1136
4321,2826
4322,3267
4323,1965
4324,-810
4325,-4173
4326,-7028
4327,-8464
4328,-7982
4329,-5540
4330,-1501
4331,3423
4332,8252
4333,11897
4334,13437
4335,12430
4336,9082
4337,4191
4338,-1153
4339,-5929
4340,-9440
4341,-11375
4342,-11716
4343,-10609
4344,-8299
4345,-5129
4346,-1546
4347,1934
4348,4811
4349,6709
4350,7448
4351,7084
4352,5901
4353,4351
4354,2929
4355,1985
4356,1567
4357,1371
4358,905
4359,-224
4360,-2045
4361,-4161
4362,-5949
4363,-6902
4364,-6877
4365,-6111
4366,-5003
4367,-3847
4368,-2707
4369,-1500
4370,-172
4371,1194
4372,2438
4373,3463
4374,4314
4375,5109
4376,5866
4377,6396
4378,6372
4379,5541
4380,3917
4381,1786
4382,-463
4383,-2560
4384,-4430
4385,-6080
4386,-7394
4387,-8054
4388,-7669
4389,-6043
4390,-3372
4391,-217
4392,2743
4393,5007
4394,6390
4395,6956
4396,6826
4397,6051
